timestamp          , open    , high    , low     , close   , volume, rsi_10            , is_target_date, rsi_below_30, rsi_above_70, time_after_0917, prev_high, prev_low, prev_close, prev_rsi          , potential_entry
2024-10-25 13:25:00, 24104.4 , 24105.65, 24101.0 , 24101.0 ,      0, 50.0              , False         , False       , False       , True           ,          ,         ,           ,                   , False
2024-10-25 13:26:00, 24101.05, 24114.2 , 24097.4 , 24111.75,      0, 50.0              , False         , False       , False       , True           ,  24105.65, 24101.0 ,   24101.0 , 50.0              , False
2024-10-25 13:27:00, 24111.7 , 24111.7 , 24104.6 , 24105.0 ,      0, 50.0              , False         , False       , False       , True           ,  24114.2 , 24097.4 ,   24111.75, 50.0              , False
2024-10-25 13:28:00, 24106.0 , 24109.5 , 24103.0 , 24109.05,      0, 50.0              , False         , False       , False       , True           ,  24111.7 , 24104.6 ,   24105.0 , 50.0              , False
2024-10-25 13:29:00, 24109.2 , 24113.75, 24107.55, 24111.85,      0, 50.0              , False         , False       , False       , True           ,  24109.5 , 24103.0 ,   24109.05, 50.0              , False
2024-10-25 13:30:00, 24111.7 , 24114.85, 24103.7 , 24104.25,      0, 50.0              , False         , False       , False       , True           ,  24113.75, 24107.55,   24111.85, 50.0              , False
2024-10-25 13:31:00, 24104.3 , 24111.5 , 24102.4 , 24110.35,      0, 50.0              , False         , False       , False       , True           ,  24114.85, 24103.7 ,   24104.25, 50.0              , False
2024-10-25 13:32:00, 24110.55, 24111.95, 24106.65, 24107.5 ,      0, 50.0              , False         , False       , False       , True           ,  24111.5 , 24102.4 ,   24110.35, 50.0              , False
2024-10-25 13:33:00, 24108.5 , 24109.8 , 24106.55, 24108.0 ,      0, 50.0              , False         , False       , False       , True           ,  24111.95, 24106.65,   24107.5 , 50.0              , False
2024-10-25 13:34:00, 24109.6 , 24121.6 , 24105.55, 24106.25,      0, 50.0              , False         , False       , False       , True           ,  24109.8 , 24106.55,   24108.0 , 50.0              , False
2024-10-25 13:35:00, 24106.85, 24118.7 , 24106.7 , 24115.6 ,      0, 63.904761904762445, False         , False       , False       , True           ,  24121.6 , 24105.55,   24106.25, 50.0              , False
2024-10-25 13:36:00, 24115.1 , 24121.05, 24113.3 , 24117.05,      0, 64.97946611909771 , False         , False       , False       , True           ,  24118.7 , 24106.7 ,   24115.6 , 63.904761904762445, False
2024-10-25 13:37:00, 24117.3 , 24118.8 , 24104.05, 24105.8 ,      0, 51.707516339868974, False         , False       , False       , True           ,  24121.05, 24113.3 ,   24117.05, 64.97946611909771 , False
2024-10-25 13:38:00, 24104.95, 24108.3 , 24097.45, 24102.75,      0, 48.71052031469739 , False         , False       , False       , True           ,  24118.8 , 24104.05,   24105.8 , 51.707516339868974, False
2024-10-25 13:39:00, 24102.6 , 24103.95, 24100.55, 24101.85,      0, 47.80211480362396 , False         , False       , False       , True           ,  24108.3 , 24097.45,   24102.75, 48.71052031469739 , False
2024-10-25 13:40:00, 24101.9 , 24101.9 , 24092.0 , 24094.8 ,      0, 41.12661145689742 , False         , False       , False       , True           ,  24103.95, 24100.55,   24101.85, 47.80211480362396 , False
2024-10-25 13:41:00, 24094.9 , 24111.25, 24094.65, 24111.25,      0, 56.77596731237546 , False         , False       , False       , True           ,  24101.9 , 24092.0 ,   24094.8 , 41.12661145689742 , False
2024-10-25 13:42:00, 24111.4 , 24120.4 , 24111.4 , 24119.7 ,      0, 62.469821718976924, False         , False       , False       , True           ,  24111.25, 24094.65,   24111.25, 56.77596731237546 , False
2024-10-25 13:43:00, 24119.5 , 24123.8 , 24118.1 , 24120.8 ,      0, 63.17153256363164 , False         , False       , False       , True           ,  24120.4 , 24111.4 ,   24119.7 , 62.469821718976924, False
2024-10-25 13:44:00, 24121.55, 24131.2 , 24120.25, 24130.15,      0, 68.69884852854173 , False         , False       , False       , True           ,  24123.8 , 24118.1 ,   24120.8 , 63.17153256363164 , False
2024-10-25 13:45:00, 24130.4 , 24134.2 , 24124.95, 24126.65,      0, 64.66242650978913 , False         , False       , False       , True           ,  24131.2 , 24120.25,   24130.15, 68.69884852854173 , False
2024-10-25 13:46:00, 24128.2 , 24130.05, 24123.35, 24126.5 ,      0, 64.48201409968131 , False         , False       , False       , True           ,  24134.2 , 24124.95,   24126.65, 64.66242650978913 , False
2024-10-25 13:47:00, 24127.7 , 24128.25, 24119.4 , 24122.3 ,      0, 59.33188540554806 , False         , False       , False       , True           ,  24130.05, 24123.35,   24126.5 , 64.48201409968131 , False
2024-10-25 13:48:00, 24122.75, 24123.3 , 24118.0 , 24119.95,      0, 56.52517585823565 , False         , False       , False       , True           ,  24128.25, 24119.4 ,   24122.3 , 59.33188540554806 , False
2024-10-25 13:49:00, 24119.55, 24121.0 , 24115.5 , 24116.6 ,      0, 52.58508414304902 , False         , False       , False       , True           ,  24123.3 , 24118.0 ,   24119.95, 56.52517585823565 , False
2024-10-25 13:50:00, 24116.2 , 24120.7 , 24115.65, 24118.4 ,      0, 54.47942169491452 , False         , False       , False       , True           ,  24121.0 , 24115.5 ,   24116.6 , 52.58508414304902 , False
2024-10-25 13:51:00, 24118.55, 24123.6 , 24116.25, 24121.7 ,      0, 57.90527663196948 , False         , False       , False       , True           ,  24120.7 , 24115.65,   24118.4 , 54.47942169491452 , False
2024-10-25 13:52:00, 24122.9 , 24124.95, 24120.25, 24124.95,      0, 61.10819731541115 , False         , False       , False       , True           ,  24123.6 , 24116.25,   24121.7 , 57.90527663196948 , False
2024-10-25 13:53:00, 24126.55, 24129.1 , 24122.25, 24123.9 ,      0, 59.48347813462903 , False         , False       , False       , True           ,  24124.95, 24120.25,   24124.95, 61.10819731541115 , False
2024-10-25 13:54:00, 24122.0 , 24128.75, 24118.05, 24120.5 ,      0, 54.29013666761877 , False         , False       , False       , True           ,  24129.1 , 24122.25,   24123.9 , 59.48347813462903 , False
2024-10-25 13:55:00, 24120.6 , 24121.75, 24113.95, 24118.0 ,      0, 50.67548058715714 , False         , False       , False       , True           ,  24128.75, 24118.05,   24120.5 , 54.29013666761877 , False
2024-10-25 13:56:00, 24117.5 , 24120.85, 24111.75, 24114.65,      0, 46.10505271845403 , False         , False       , False       , True           ,  24121.75, 24113.95,   24118.0 , 50.67548058715714 , False
2024-10-25 13:57:00, 24114.7 , 24114.85, 24106.1 , 24109.3 ,      0, 39.74440366995821 , False         , False       , False       , True           ,  24120.85, 24111.75,   24114.65, 46.10505271845403 , False
2024-10-25 13:58:00, 24109.7 , 24111.85, 24104.55, 24110.0 ,      0, 40.92915670612543 , False         , False       , False       , True           ,  24114.85, 24106.1 ,   24109.3 , 39.74440366995821 , False
2024-10-25 13:59:00, 24110.15, 24111.35, 24106.45, 24108.75,      0, 39.39237537952376 , False         , False       , False       , True           ,  24111.85, 24104.55,   24110.0 , 40.92915670612543 , False
2024-10-25 14:00:00, 24109.2 , 24112.55, 24098.3 , 24106.8 ,      0, 36.98529572225773 , False         , False       , False       , True           ,  24111.35, 24106.45,   24108.75, 39.39237537952376 , False
2024-10-25 14:01:00, 24106.85, 24113.35, 24106.0 , 24106.3 ,      0, 36.352439955135154, False         , False       , False       , True           ,  24112.55, 24098.3 ,   24106.8 , 36.98529572225773 , False
2024-10-25 14:02:00, 24107.25, 24107.45, 24098.9 , 24104.15,      0, 33.60513284989345 , False         , False       , False       , True           ,  24113.35, 24106.0 ,   24106.3 , 36.352439955135154, False
2024-10-25 14:03:00, 24105.05, 24107.15, 24100.95, 24106.25,      0, 38.63795725139108 , False         , False       , False       , True           ,  24107.45, 24098.9 ,   24104.15, 33.60513284989345 , False
2024-10-25 14:04:00, 24106.45, 24110.45, 24104.9 , 24107.95,      0, 42.554648013242534, False         , False       , False       , True           ,  24107.15, 24100.95,   24106.25, 38.63795725139108 , False
2024-10-25 14:05:00, 24107.35, 24108.65, 24101.65, 24105.75,      0, 38.977290304394096, False         , False       , False       , True           ,  24110.45, 24104.9 ,   24107.95, 42.554648013242534, False
2024-10-25 14:06:00, 24104.5 , 24112.2 , 24103.9 , 24111.95,      0, 51.69326256787666 , False         , False       , False       , True           ,  24108.65, 24101.65,   24105.75, 38.977290304394096, False
2024-10-25 14:07:00, 24111.7 , 24112.95, 24107.45, 24110.0 ,      0, 48.184410596976164, False         , False       , False       , True           ,  24112.2 , 24103.9 ,   24111.95, 51.69326256787666 , False
2024-10-25 14:08:00, 24109.55, 24115.7 , 24109.55, 24114.25,      0, 55.49932880549767 , False         , False       , False       , True           ,  24112.95, 24107.45,   24110.0 , 48.184410596976164, False
2024-10-25 14:09:00, 24114.85, 24123.5 , 24114.5 , 24120.15,      0, 63.45681660505188 , False         , False       , False       , True           ,  24115.7 , 24109.55,   24114.25, 55.49932880549767 , False
2024-10-25 14:10:00, 24120.9 , 24123.3 , 24111.2 , 24117.55,      0, 58.34806588866076 , False         , False       , False       , True           ,  24123.5 , 24114.5 ,   24120.15, 63.45681660505188 , False
2024-10-25 14:11:00, 24116.2 , 24117.15, 24105.0 , 24110.1 ,      0, 46.44375694662063 , False         , False       , False       , True           ,  24123.3 , 24111.2 ,   24117.55, 58.34806588866076 , False
2024-10-25 14:12:00, 24109.45, 24110.65, 24106.05, 24107.25,      0, 42.73752048495249 , False         , False       , False       , True           ,  24117.15, 24105.0 ,   24110.1 , 46.44375694662063 , False
2024-10-25 14:13:00, 24106.85, 24108.05, 24101.0 , 24104.55,      0, 39.42573657923147 , False         , False       , False       , True           ,  24110.65, 24106.05,   24107.25, 42.73752048495249 , False
2024-10-25 14:14:00, 24105.05, 24107.6 , 24098.5 , 24101.6 ,      0, 36.03572147492021 , False         , False       , False       , True           ,  24108.05, 24101.0 ,   24104.55, 39.42573657923147 , False
2024-10-25 14:15:00, 24101.6 , 24106.6 , 24099.5 , 24106.55,      0, 44.87314568059973 , False         , False       , False       , True           ,  24107.6 , 24098.5 ,   24101.6 , 36.03572147492021 , False
2024-10-25 14:16:00, 24106.45, 24107.25, 24101.6 , 24105.45,      0, 43.39284051923296 , False         , False       , False       , True           ,  24106.6 , 24099.5 ,   24106.55, 44.87314568059973 , False
2024-10-25 14:17:00, 24106.2 , 24106.85, 24089.85, 24094.7 ,      0, 31.94854445278672 , False         , False       , False       , True           ,  24107.25, 24101.6 ,   24105.45, 43.39284051923296 , False
2024-10-25 14:18:00, 24094.6 , 24101.8 , 24089.5 , 24097.45,      0, 36.6942001335002  , False         , False       , False       , True           ,  24106.85, 24089.85,   24094.7 , 31.94854445278672 , False
2024-10-25 14:19:00, 24099.05, 24099.05, 24091.45, 24095.55,      0, 34.829600082468716, False         , False       , False       , True           ,  24101.8 , 24089.5 ,   24097.45, 36.6942001335002  , False
